CTY_NM,ADMI_NM,RSPOP_CNT,노령층인구,장애인인구,차상위인구,노령층비율,장애인비율,차상위비율
성북구,길음2동,2340443,490550,1048.0,144,0.209597072007308,0.0004477784761261009,6.152681351351005e-05
성북구,돈암1동,2199111,491120,577.0,171,0.22332660788836944,0.00026237875214120616,7.775869430874567e-05
성북구,돈암2동,3306702,579456,634.0,122,0.175236837187022,0.00019173182222044806,3.6894767051884327e-05
성북구,동선동,2181155,397411,729.0,76,0.18220209017699338,0.0003342265909575431,3.484392443453125e-05
성북구,보문동,2122221,425778,558.0,164,0.20062849250855588,0.0002629320885996322,7.727753141637935e-05
성북구,삼선동,3574514,725665,593.0,43,0.20301081489679437,0.00016589667854147446,1.2029607381590896e-05
성북구,석관동,4849628,1153482,932.0,1032,0.23784958351444688,0.0001921796888338652,0.00021279982712076062
성북구,성북동,2424262,547276,1759.0,331,0.2257495270725689,0.0007255816409282495,0.00013653639746859044
성북구,안암동,2164367,385227,587.0,119,0.17798598851303868,0.00027121093603811185,5.4981433370588257e-05
성북구,월곡1동,3812718,802047,597.0,252,0.21036095509817407,0.00015658121056946777,6.609458134590599e-05
성북구,월곡2동,2806588,615753,1174.0,366,0.21939557925851602,0.0004183015105886578,0.00013040745560089333
성북구,장위1동,3177547,710805,931.0,140,0.22369614045047956,0.0002929933058425257,4.405914373571815e-05
성북구,장위2동,2472648,618811,1086.0,402,0.2502624716498264,0.0004392052568744116,0.00016257874149494794
성북구,장위3동,2146480,457240,714.0,131,0.21301852334985652,0.00033263762066266633,6.103015169020909e-05
성북구,정릉1동,2601310,532393,720.0,1,0.20466341958474768,0.0002767836205604099,3.844216952227916e-07
성북구,정릉2동,3276656,753159,663.0,207,0.2298559873236617,0.0002023404348823923,6.317416292708175e-05
성북구,정릉3동,2244420,565700,982.0,116,0.25204729952504434,0.00043752951764821203,5.1683731208953764e-05
성북구,정릉4동,3672764,813287,748.0,317,0.221437315329817,0.00020366132972333642,8.631101807793804e-05
성북구,종암동,5637832,1131925,1047.0,97,0.2007730985953466,0.00018570968414809096,1.7205195188505084e-05
송파구,가락1동,1652479,299111,1608.0,320,0.1810074439675179,0.0009730834703496989,0.00019364845181088535
송파구,가락2동,4698433,735777,512.0,197,0.15660050914847568,0.00010897250210868177,4.192887288166076e-05
송파구,가락본동,3827020,661044,925.0,243,0.17273074088977847,0.0002417024212050107,6.349587930034335e-05
송파구,거여1동,1927871,393893,745.0,339,0.20431501900282747,0.0003864366443605407,0.00017584164085667557
송파구,거여2동,3051033,633879,626.0,356,0.20775881480141317,0.00020517641074350884,0.00011668179269119672
송파구,마천1동,2973217,709703,926.0,158,0.2386986889957914,0.00031144716312331056,5.314109262795148e-05
송파구,마천2동,2825538,678016,1258.0,162,0.2399599651464606,0.0004452249447715798,5.7334213873605665e-05
송파구,문정1동,2936566,532746,1210.0,377,0.18141802363713264,0.0004120459066814776,0.00012838124530489015
송파구,문정2동,3277083,624590,601.0,301,0.1905932806706452,0.00018339480568542208,9.184997755625964e-05
송파구,방이1동,2247255,376628,518.0,163,0.16759468774126657,0.00023050343641464808,7.253293462468657e-05
송파구,방이2동,3516016,604400,440.0,216,0.17189910398587493,0.00012514163758071636,6.143316753962439e-05
송파구,삼전동,4511628,707762,785.0,117,0.15687507923968907,0.00017399484177330223,2.5932989156020844e-05
송파구,석촌동,4635115,794623,938.0,209,0.1714354444280239,0.00020236822603106935,4.509057488325532e-05
송파구,송파1동,3550024,612768,1039.0,267,0.17260953728763523,0.0002926740776963761,7.521075913852977e-05
송파구,송파2동,2905408,518134,691.0,415,0.17833433376654845,0.00023783234574971913,0.0001428370817454898
송파구,오금동,5272701,1035533,509.0,723,0.19639516824489006,9.653496376904361e-05,0.0001371213728978753
송파구,오륜동,2651535,456244,1439.0,261,0.17206787766331577,0.0005427045088976763,9.843354886886275e-05
송파구,위례동,2665050,298407,296.0,228,0.11197050711994147,0.00011106733457158402,8.555186581865255e-05
송파구,잠실2동,5004685,602130,749.0,420,0.12031326646931825,0.00014965976879663756,8.392136568035751e-05
송파구,잠실3동,4963546,951088,582.0,332,0.19161462389992961,0.00011725488189290478,6.6887664584956e-05
송파구,잠실4동,3777110,613924,706.0,975,0.16253802510384924,0.00018691539298564246,0.0002581338642507102
송파구,잠실6동,2378282,476277,433.0,445,0.20026094466509858,0.00018206419591957555,0.00018710985492889406
송파구,잠실7동,1407338,344707,372.0,255,0.24493547392310874,0.0002643288250583726,0.00018119314620936833
송파구,잠실본동,4030051,661717,210.0,191,0.16419568883867722,5.2108521703571494e-05,4.739394116848645e-05
송파구,장지동,4855270,802198,826.0,458,0.16522211947018395,0.00017012442150488027,9.433049037437671e-05
송파구,풍납1동,2216243,517590,1426.0,488,0.23354388485378183,0.0006434312482882067,0.00022019246084477198
송파구,풍납2동,3595191,647009,692.0,459,0.17996512563588415,0.00019247934254397055,0.0001276705465717955
양천구,목1동,4413947,561617,826.0,606,0.1272369151691219,0.00018713410016024207,0.00013729208801102505
양천구,목2동,4262013,728379,678.0,64,0.17090022953942186,0.00015907975879003654,1.5016378410858907e-05
양천구,목3동,3076224,581121,1058.0,267,0.18890724472600176,0.0003439281404735156,8.679471976032955e-05
양천구,목4동,3732127,560994,891.0,236,0.15031482047636643,0.0002387378564555815,6.323471843267927e-05
양천구,목5동,5968713,781899,882.0,278,0.13099959740064568,0.00014777054953052693,4.6576204954066315e-05
양천구,신월1동,3094564,705535,731.0,356,0.22799173001430897,0.00023622067599829896,0.00011504043865307035
양천구,신월2동,3008457,655861,1247.0,702,0.21800577505345764,0.0004144981962514339,0.0002333422083147607
양천구,신월3동,2317317,516041,1013.0,610,0.22268899766410896,0.00043714347238638475,0.0002632354572119395
양천구,신월4동,2613061,538264,967.0,163,0.20598983337932028,0.00037006407427916916,6.237894943899129e-05
양천구,신월5동,2152793,417866,890.0,46,0.19410412427019225,0.00041341643158445795,2.1367590845938277e-05
양천구,신월6동,1500212,299216,732.0,168,0.1994491445209077,0.00048793103907981007,0.00011198417290356296
양천구,신월7동,3099679,721623,251.0,336,0.23280571955999316,8.097612688281593e-05,0.00010839832124552252
양천구,신정1동,2799401,445400,1171.0,507,0.1591054657764286,0.00041830377284283316,0.000181110173212055
양천구,신정2동,2888016,460709,567.0,355,0.15952439321665807,0.00019632855219638671,0.00012292175666616805
양천구,신정3동,7151784,1262298,737.0,238,0.1765011359403472,0.00010305121071889196,3.327840997435046e-05
양천구,신정4동,4821294,1003899,1645.0,114,0.20822190059349213,0.0003411947083085993,2.3645104405580743e-05
양천구,신정6동,3533546,477787,464.0,800,0.13521459746102074,0.0001313128511699013,0.00022640146753431255
양천구,신정7동,4250908,832312,1413.0,7,0.19579628634635235,0.00033239957204437263,1.646707009420105e-06
영등포구,당산1동,2841222,593445,2119.0,562,0.20886963426300373,0.0007458058539600214,0.00019780221327302125
영등포구,당산2동,4901743,814606,805.0,33,0.16618700735636283,0.0001642272962903196,6.732299102584529e-06
영등포구,대림1동,2028282,504603,924.0,31,0.24878345318846196,0.00045555795495892584,1.5283870783254005e-05
영등포구,대림2동,1932516,496437,751.0,35,0.25688635954372435,0.00038861256517410466,1.811110490158943e-05
영등포구,대림3동,3470795,751603,711.0,43,0.21655067498944766,0.00020485220244929476,1.2389092412545253e-05
영등포구,도림동,2594587,553315,1156.0,12,0.2132574471389859,0.0004455429708080708,4.625013537800043e-06
영등포구,문래동,4407422,804811,921.0,353,0.18260357188397208,0.00020896569468501088,8.00921717956665e-05
영등포구,신길1동,2600972,597412,934.0,656,0.22968797818661638,0.0003590965223770191,0.0002522134032969213
영등포구,신길3동,2256833,517621,826.0,156,0.229357245307916,0.0003659996109592513,6.912341320780049e-05
영등포구,신길4동,1538255,375945,861.0,177,0.244397060305346,0.0005597251431004612,0.00011506544753633175
영등포구,신길5동,1746652,414235,532.0,165,0.23715943416318763,0.00030458271023649816,9.44664420846282e-05
영등포구,신길6동,2783431,601354,527.0,566,0.21604774826464174,0.00018933467364558345,0.00020334615803301753
영등포구,신길7동,2302036,382361,759.0,497,0.1660968811956025,0.0003297081366234064,0.00021589584176789588
영등포구,양평1동,2387682,427482,477.0,573,0.17903640434530227,0.00019977534696831488,0.0002399817061065921
영등포구,양평2동,3056025,460352,715.0,37,0.15063751114601484,0.00023396405461342758,1.2107230798177371e-05
영등포구,여의동,4605808,1031932,615.0,807,0.22405015580328141,0.0001335270597471714,0.00017521355644872734
영등포구,영등포동,3210353,614163,755.0,518,0.19130699957294417,0.0002351766301089008,0.00016135297271047764
영등포구,영등포본동,3153765,695765,1067.0,756,0.22061409141137656,0.0003383257788706514,0.0002397134853104147
용산구,남영동,1069659,295191,1074.0,251,0.2759673877375874,0.0010040583026927274,0.00023465422157902658
용산구,보광동,2117455,500728,572.0,422,0.23647633597880474,0.00027013561091026727,0.00019929585280442795
용산구,서빙고동,1859564,371935,599.0,135,0.20001193828230704,0.0003221185181042438,7.259766267791806e-05
용산구,용문동,1723754,366598,393.0,766,0.21267419829047532,0.00022799076898443745,0.00044437895430554474
용산구,용산2가동,1527172,376337,489.0,149,0.2464273834250497,0.00032019968936046494,9.756595851678789e-05
용산구,원효로1동,1998036,345877,490.0,344,0.17310849253967395,0.00024524082649161476,0.0001721690700267663
용산구,원효로2동,2048960,422465,466.0,1142,0.2061850890207715,0.00022743245353740434,0.0005573559269092613
용산구,이촌1동,3735169,741896,468.0,783,0.19862447990974438,0.00012529553548982657,0.00020962906899259446
용산구,이촌2동,1268090,322848,530.0,63,0.2545939168355558,0.00041795140723450226,4.968101633164838e-05
용산구,이태원1동,1004703,272055,378.0,588,0.2707815145371319,0.00037623058754676755,0.0005852475806283051
용산구,이태원2동,1342933,337160,236.0,208,0.2510624133892011,0.00017573475370699805,0.00015488486767396438
용산구,청파동,2872385,593150,323.0,140,0.20650086948650687,0.00011245010679278717,4.873998436839073e-05
용산구,한강로동,2356131,547463,822.0,244,0.2323567747294187,0.0003488770361240525,0.00010355960683001072
용산구,한남동,2929269,656170,496.0,220,0.2240046919555698,0.00016932552114537792,7.51040617983531e-05
용산구,효창동,1408221,274940,639.0,367,0.1952392415679073,0.00045376400437147297,0.0002606125032931621
용산구,후암동,2528342,548252,345.0,305,0.21684249994660532,0.000136453058961169,0.00012063241444393203
은평구,갈현1동,3345027,758680,779.0,113,0.22680833368460104,0.00023288302306677944,3.378149115089355e-05
은평구,갈현2동,4024282,821346,1101.0,349,0.20409752596860756,0.0002735891769016187,8.672354472176652e-05
은평구,구산동,4580333,1041265,1229.0,340,0.22733390781849266,0.00026832110241766264,7.423041075834442e-05
은평구,녹번동,4681845,1091927,2294.0,249,0.23322579026003637,0.0004899777758554587,5.3184161372279516e-05
은평구,대조동,4210784,933180,1645.0,264,0.221616687058752,0.00039066359138820704,6.269616299482472e-05
은평구,불광1동,5645230,1279807,1234.0,227,0.22670590923664757,0.00021859162514193398,4.021093914685495e-05
은평구,불광2동,3996080,993116,1705.0,128,0.24852255210105903,0.00042666813477207664,3.203139076294769e-05
은평구,수색동,2032685,486526,1482.0,149,0.2393513997495923,0.0007290849295390088,7.330206106701235e-05
은평구,신사1동,3828323,821183,484.0,114,0.21450201563452195,0.0001264261139929938,2.9778051642977877e-05
은평구,신사2동,2983208,655841,1227.0,72,0.21984420798013413,0.0004113021954888831,2.4135092155826883e-05
은평구,역촌동,6621728,1393566,1002.0,187,0.21045352512214335,0.00015132001797718057,2.824036263645985e-05
은평구,응암1동,4114697,830495,2169.0,245,0.20183624699461467,0.0005271348048228096,5.954265891267328e-05
은평구,응암2동,3354782,636839,1146.0,67,0.18983021847619308,0.00034160192823259455,1.997149144117263e-05
은평구,응암3동,3602779,918954,896.0,361,0.25506810159601795,0.00024869690869187366,0.00010020042861357857
은평구,증산동,2507532,583136,1327.0,93,0.23255376202576877,0.0005292056093401799,3.708826048879935e-05
은평구,진관동,7400987,1322566,719.0,136,0.17870130024549427,9.714920455879737e-05,1.837592742697697e-05
종로구,가회동,639919,163337,1957.0,256,0.2552463671183384,0.003058199553380975,0.00040005063140803756
종로구,교남동,1122560,244536,179.0,90,0.21783779931584948,0.00015945695553021665,8.01738882554162e-05
종로구,무악동,1154550,244840,337.0,56,0.21206530682950067,0.0002918886146117535,4.850374604824391e-05
종로구,부암동,1427008,330542,316.0,59,0.23163289904471454,0.00022144234650401398,4.13452482396735e-05
종로구,사직동,1317129,319722,295.0,64,0.24274159934220566,0.00022397198755778666,4.85905328938927e-05
종로구,삼청동,394764,115407,112.0,108,0.29234428671307416,0.0002837138138229423,0.0002735811776149801
종로구,숭인1동,903327,208828,286.0,351,0.23117652854392706,0.00031660738580824,0.0003885636098555673
종로구,숭인2동,1311765,308043,443.0,90,0.23483093389440943,0.00033771292876391733,6.860985008747756e-05
종로구,이화동,1133006,240395,340.0,140,0.21217451628676282,0.00030008667209176297,0.00012356510027307886
종로구,종로1.2.3.4가동,1035947,345792,391.0,72,0.3337931380659435,0.0003774324362153662,6.95016250831365e-05
종로구,종로5.6가동,759979,200288,270.0,268,0.26354412424553836,0.0003552729746479837,0.00035264132298392455
종로구,창신1동,778810,224865,320.0,668,0.28872895828250794,0.0004108832706308342,0.0008577188274418665
종로구,창신2동,1284172,317225,488.0,761,0.24702687801945533,0.0003800114003420103,0.0005925997452054709
종로구,창신3동,1022304,222238,336.0,796,0.21738934798259618,0.000328669358625223,0.0007786333615049926
종로구,청운효자동,1843182,389046,480.0,548,0.2110730248016745,0.0002604192098230126,0.00029731193121460605
종로구,평창동,2595131,591888,538.0,618,0.22807634759093087,0.00020731130721339308,0.00023813826739382327
종로구,혜화동,2377545,463142,936.0,798,0.19479841601315642,0.00039368340031418965,0.0003356403348832514
중구,광희동,712404,207400,244.0,894,0.29112694482344287,0.0003425022880275799,0.0012549059241666245
중구,다산동,2067402,468944,1028.0,579,0.22682768034470316,0.0004972424327731133,0.0002800616425833002
중구,동화동,1530616,322275,979.0,565,0.21055248344457395,0.000639611764152472,0.00036913242772844396
중구,명동,414696,128418,128.0,523,0.3096678048498177,0.00030865983756776046,0.0012611648050620213
중구,소공동,241996,42925,32.0,1144,0.1773789649415693,0.00013223359063786177,0.004727350865303559
중구,신당5동,1389144,302076,203.0,726,0.21745477790639414,0.00014613315826149053,0.0005226240044228676
중구,신당동,1053912,241927,1109.0,754,0.22955142364827424,0.0010522700187491935,0.0007154297512505788
중구,약수동,2480472,634262,1056.0,881,0.25570214056034496,0.00042572542645109477,0.00035517433778732435
중구,을지로동,249866,87934,510.0,121,0.35192463160253895,0.0020410940263981495,0.00048425956312583547
중구,장충동,686292,143458,337.0,61,0.20903347263264033,0.0004910446282340461,8.888344902752764e-05
중구,중림동,1506012,343482,1743.0,27,0.22807387988940328,0.001157361295925929,1.7928143998852598e-05
중구,청구동,2025176,465806,1067.0,405,0.2300076635314659,0.0005268677882811173,0.0001999826187946134
중구,필동,577589,151977,1738.0,183,0.26312308579283883,0.0030090600755900824,0.0003168342887416485
중구,황학동,1702608,352474,1277.0,197,0.2070200539407779,0.0007500258427071881,0.00011570484809186848
중구,회현동,739234,249907,1277.0,99,0.3380621021219262,0.001727463834185116,0.00013392241157738957
중랑구,망우3동,2468559,567543,1268.0,157,0.2299086228038301,0.0005136599935427915,6.359985724465163e-05
중랑구,망우본동,4507171,1040612,522.0,103,0.2308791922915727,0.00011581544165952434,2.2852472204848673e-05
중랑구,면목2동,3618208,771264,1043.0,233,0.21316187460754052,0.00028826424572606107,6.439651893976244e-05
중랑구,면목3.8동,3724868,857551,1461.0,128,0.23022319180169606,0.00039222866421038277,3.436363382541341e-05
중랑구,면목4동,2853534,644491,905.0,167,0.2258571301410812,0.0003171505929139096,5.852392156532917e-05
중랑구,면목5동,1717063,360480,1400.0,144,0.2099398798995727,0.0008153457386246165,8.386413311567485e-05
중랑구,면목7동,3188176,734222,854.0,253,0.23029531619333438,0.00026786476028926886,7.935571938312063e-05
중랑구,면목본동,4860800,1039133,1949.0,56,0.21377818466096116,0.00040096280447662934,1.152073732718894e-05
중랑구,묵1동,4842474,981067,1471.0,274,0.20259623489976405,0.0003037703454886903,5.658264763011634e-05
중랑구,묵2동,2689274,598021,879.0,102,0.22237265522219007,0.00032685401338799987,3.792845206550169e-05
중랑구,상봉1동,3481382,656432,1593.0,32,0.18855500488024585,0.00045757690480389686,9.191752011126616e-06
중랑구,상봉2동,2604519,530736,1213.1818181818182,7,0.2037750540502872,0.000465798797467716,2.6876363735492043e-06
중랑구,신내1동,5327212,1090432,1213.1818181818182,235,0.2046909340195209,0.0002277329714270463,4.4113130845928415e-05
중랑구,신내2동,3135786,668345,1213.1818181818182,155,0.2131347611093359,0.0003868828479308914,4.9429393459885336e-05
중랑구,중화1동,2842260,604052,1213.1818181818182,474,0.21252524399597503,0.00042683703045527795,0.00016676869814865634
중랑구,중화2동,3815888,904899,1213.1818181818182,34,0.23713982171384484,0.0003179290949267427,8.910114762278139e-06
